Rk,G,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
4,4,34-303,LAL,,MEM,W (+29),1,28:19:00,8,15,0.533,2,5,0.4,5,7,0.714,0,2,2,8,0,1,6,0,23,15.8,2
5,5,34-306,LAL,@,DAL,W (+9),1,42:32:00,13,23,0.565,4,9,0.444,9,11,0.818,0,12,12,16,4,1,4,5,39,40.8,15
6,6,34-308,LAL,@,SAS,W (+7),1,37:18:00,8,23,0.348,0,6,0,5,10,0.5,1,10,11,13,2,1,5,2,21,15.8,15
7,7,34-310,LAL,@,CHI,W (+6),1,35:11:00,10,19,0.526,2,6,0.333,8,9,0.889,0,10,10,11,2,1,2,3,30,30.5,17
8,8,34-313,LAL,,MIA,W (+15),1,36:03:00,10,19,0.526,4,7,0.571,1,2,0.5,1,3,4,6,0,0,3,2,25,17.3,16
9,9,34-315,LAL,,TOR,L (-9),1,35:20:00,5,15,0.333,0,2,0,3,6,0.5,3,10,13,15,0,1,2,0,13,17.6,-6
10,10,34-317,LAL,@,PHO,W (+8),1,37:04:00,8,18,0.444,1,4,0.25,2,7,0.286,0,7,7,11,0,0,1,0,19,16.4,-2
11,11,34-318,LAL,,GSW,W (+26),1,26:29:00,11,21,0.524,1,5,0.2,0,1,0,2,4,6,12,1,1,4,1,23,20.6,13
12,12,34-320,LAL,,SAC,W (+2),1,38:40:00,10,20,0.5,2,7,0.286,7,7,1,3,1,4,11,3,0,2,1,29,29.7,13
13,13,34-322,LAL,,ATL,W (+21),1,33:07:00,13,21,0.619,6,10,0.6,1,1,1,0,7,7,12,1,1,0,1,33,35.3,30
14,14,34-324,LAL,,OKC,W (+5),1,37:08:00,10,21,0.476,2,5,0.4,3,5,0.6,0,11,11,10,2,0,7,2,25,18,6
15,15,34-327,LAL,@,OKC,W (+3),1,35:37:00,9,20,0.45,1,3,0.333,4,6,0.667,1,5,6,14,1,1,5,2,23,19.7,3
16,16,34-328,LAL,@,MEM,W (+1),1,38:50:00,14,27,0.519,2,9,0.222,0,0,,1,5,6,4,2,0,5,1,30,18.3,7
17,17,34-330,LAL,@,SAS,W (+10),1,35:08:00,13,24,0.542,4,7,0.571,3,8,0.375,1,3,4,14,0,1,3,2,33,27.7,6
18,18,34-332,LAL,@,NOP,W (+4),1,37:35:00,10,18,0.556,2,6,0.333,7,11,0.636,2,3,5,11,2,1,5,2,29,25.7,3
19,19,34-334,LAL,,WAS,W (+22),1,24:36:00,9,16,0.563,4,8,0.5,1,2,0.5,0,3,3,11,2,1,6,1,23,19.9,20
20,20,34-336,LAL,,DAL,L (-14),1,36:25:00,11,20,0.55,0,5,0,3,3,1,0,9,9,8,4,0,6,3,25,20.5,-16
21,21,34-338,LAL,@,DEN,W (+9),1,36:53:00,9,18,0.5,1,4,0.25,6,6,1,2,4,6,9,0,0,4,3,25,19.7,4
22,22,34-339,LAL,@,UTA,W (+25),1,29:28:00,9,21,0.429,1,6,0.167,1,1,1,0,4,4,12,1,0,1,3,20,17.3,14
23,23,34-341,LAL,@,POR,W (+23),1,33:45:00,11,23,0.478,4,9,0.444,5,7,0.714,1,6,7,8,0,1,3,1,31,23.9,21
24,24,34-343,LAL,,MIN,W (+17),1,27:51:00,12,20,0.6,6,8,0.75,2,2,1,1,3,4,13,1,0,5,4,32,27.9,24
25,25,34-346,LAL,@,ORL,W (+9),1,37:55:00,11,24,0.458,1,6,0.167,2,5,0.4,2,9,11,10,2,0,6,2,25,17.7,8
26,26,34-348,LAL,@,MIA,W (+3),1,37:26:00,11,22,0.5,4,8,0.5,2,4,0.5,2,7,9,12,1,0,8,2,28,20.3,9
27,27,34-350,LAL,@,ATL,W (+5),1,36:56:00,12,21,0.571,4,10,0.4,4,7,0.571,1,12,13,7,1,3,4,1,32,28.8,10
28,28,34-352,LAL,@,IND,L (-3),1,34:54:00,8,20,0.4,0,6,0,4,8,0.5,1,8,9,9,0,0,5,2,20,11.2,-9
29,29,34-354,LAL,@,MIL,L (-7),1,36:44:00,8,19,0.421,3,7,0.429,2,2,1,0,12,12,11,0,0,4,5,21,16.2,-14
31,30,34-360,LAL,,LAC,L (-5),1,38:50:00,9,24,0.375,2,12,0.167,3,4,0.75,3,6,9,10,2,1,2,3,23,19.8,3
32,31,34-363,LAL,@,POR,W (+8),1,36:44:00,7,15,0.467,1,4,0.25,6,8,0.75,1,6,7,16,2,1,1,2,21,27.1,5
33,32,34-364,LAL,,DAL,W (+13),1,34:19:00,3,10,0.3,2,4,0.5,5,6,0.833,0,6,6,13,2,0,2,2,13,16.9,5
34,33,35-002,LAL,,PHO,W (+10),1,38:04:00,11,21,0.524,1,4,0.25,8,12,0.667,2,11,13,12,2,1,5,0,31,29.9,18
35,34,35-004,LAL,,NOP,W (+10),1,37:13:00,7,17,0.412,1,3,0.333,2,5,0.4,0,8,8,15,2,0,2,1,17,19.2,17
36,35,35-006,LAL,,DET,W (+7),1,35:01:00,10,21,0.476,0,3,0,1,2,0.5,3,11,14,11,0,0,3,2,21,19.2,23
37,36,35-008,LAL,,NYK,W (+30),1,31:26:00,9,19,0.474,6,12,0.5,7,7,1,0,5,5,5,2,1,4,2,31,24.2,26
38,37,35-011,LAL,@,DAL,W (+15),1,32:16:00,14,25,0.56,3,6,0.5,4,5,0.8,2,14,16,7,1,0,3,0,35,31.2,13
40,38,35-014,LAL,,CLE,W (+29),1,32:43:00,12,16,0.75,1,3,0.333,6,7,0.857,0,2,2,8,1,0,3,2,31,27.6,19
41,39,35-016,LAL,,ORL,L (-1),1,36:15:00,7,19,0.368,2,9,0.222,3,5,0.6,0,3,3,19,1,0,5,1,19,17.5,-9
42,40,35-019,LAL,@,HOU,W (+9),1,35:24:00,13,25,0.52,2,7,0.286,3,5,0.6,0,5,5,12,2,0,6,3,31,22.6,2
43,41,35-021,LAL,@,BOS,L (-32),1,29:11:00,5,12,0.417,0,2,0,5,5,1,3,4,7,13,0,0,4,1,15,16.6,-21
44,42,35-023,LAL,@,NYK,W (+8),1,36:03:00,9,16,0.563,2,5,0.4,1,3,0.333,0,6,6,5,5,0,4,0,21,18.9,13
45,43,35-024,LAL,@,BRK,W (+15),1,33:36:00,11,19,0.579,3,6,0.5,2,2,1,2,9,11,10,1,1,5,0,27,25.9,26
46,44,35-026,LAL,@,PHI,L (-17),1,35:21:00,9,18,0.5,1,6,0.167,10,13,0.769,0,7,7,8,1,0,8,3,29,18.3,-22
47,45,35-032,LAL,,POR,L (-8),1,37:59:00,9,22,0.409,3,8,0.375,1,4,0.25,2,6,8,10,0,1,5,2,22,14.1,7
48,46,35-033,LAL,@,SAC,W (+16),1,33:34:00,6,15,0.4,1,4,0.25,2,3,0.667,0,10,10,11,2,0,2,3,15,16,33
49,47,35-036,LAL,,SAS,W (+27),1,34:11:00,12,20,0.6,6,9,0.667,6,9,0.667,1,6,7,9,1,0,2,1,36,33,20
50,48,35-038,LAL,,HOU,L (-10),1,36:38:00,8,19,0.421,1,8,0.125,1,1,1,2,7,9,15,2,0,6,0,18,17.9,-4
51,49,35-040,LAL,@,GSW,W (+5),1,33:34:00,7,17,0.412,3,8,0.375,5,6,0.833,0,8,8,11,1,0,7,2,22,15.8,6
52,50,35-042,LAL,,PHO,W (+25),1,30:05:00,6,16,0.375,3,6,0.5,2,4,0.5,0,8,8,9,1,0,8,2,17,8.3,16
53,51,35-044,LAL,@,DEN,W (+4),1,41:30:00,15,29,0.517,1,7,0.143,1,4,0.25,1,11,12,14,0,0,3,3,32,26.1,4
54,52,35-053,LAL,,MEM,W (+12),1,35:35:00,10,17,0.588,1,4,0.25,11,12,0.917,0,3,3,7,0,2,1,0,32,29.9,6
55,53,35-055,LAL,,BOS,W (+2),1,35:29:00,9,19,0.474,4,10,0.4,7,12,0.583,0,8,8,9,0,0,2,4,29,22.4,-1
56,54,35-057,LAL,,NOP,W (+9),1,34:12:00,17,27,0.63,5,11,0.455,1,2,0.5,2,6,8,6,0,1,7,1,40,28.2,12
58,55,35-061,LAL,@,MEM,L (-17),1,34:19:00,8,18,0.444,2,8,0.25,1,2,0.5,2,6,8,10,1,1,5,1,19,15.7,-12
59,56,35-062,LAL,@,NOP,W (+8),1,36:23:00,14,21,0.667,3,5,0.6,3,3,1,0,12,12,13,2,0,6,2,34,32.8,22
60,57,35-064,LAL,,PHI,W (+13),1,33:45:00,9,16,0.563,2,5,0.4,2,3,0.667,1,6,7,14,1,2,3,1,22,25.3,-2
61,58,35-067,LAL,,MIL,W (+10),1,36:30:00,12,21,0.571,1,7,0.143,12,15,0.8,0,8,8,8,3,0,4,4,37,31.3,8
62,59,35-069,LAL,@,LAC,W (+9),1,34:31:00,7,17,0.412,2,6,0.333,12,14,0.857,2,6,8,9,0,2,2,3,28,25.8,7
63,60,35-071,LAL,,BRK,L (-2),1,34:52:00,12,22,0.545,4,9,0.444,1,5,0.2,1,11,12,9,1,0,3,1,29,24.7,8
64,61,35-213,LAL,,LAC,W (+2),1,34:18:00,6,19,0.316,2,7,0.286,2,2,1,2,9,11,7,1,1,5,3,16,9.6,-4
65,62,35-215,LAL,@,TOR,L (-15),1,34:36:00,7,15,0.467,2,5,0.4,4,7,0.571,1,9,10,5,0,1,4,1,20,14.3,-20
66,63,35-217,LAL,@,UTA,W (+8),1,34:53:00,9,16,0.563,2,5,0.4,2,2,1,1,7,8,9,2,1,4,3,22,21,0
67,64,35-219,LAL,,OKC,L (-19),1,30:17:00,7,19,0.368,0,5,0,5,8,0.625,1,10,11,4,1,0,0,1,19,14.4,-8
69,65,35-222,LAL,@,IND,L (-5),1,35:09:00,13,24,0.542,2,6,0.333,3,6,0.5,1,7,8,7,0,1,1,4,31,24,13
70,66,35-224,LAL,,DEN,W (+3),1,38:06:00,9,21,0.429,5,11,0.455,6,10,0.6,0,1,1,12,0,2,5,0,29,21.4,-10
71,67,35-227,LAL,,SAC,L (-14),1,14:36,6,13,0.462,2,5,0.4,3,3,1,1,2,3,4,0,0,3,0,17,11.4,-13
