Rk,G,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
40,39,27-071,MIA,,IND,W (+2),1,47:06:00,8,19,0.421,2,3,0.667,9,15,0.6,1,7,8,4,4,1,4,1,27,20.4,3
41,40,27-074,MIA,@,ORL,L (-6),1,42:25:00,7,20,0.35,2,4,0.5,3,3,1,3,8,11,8,1,1,6,0,19,13.6,0
42,41,27-075,MIA,@,CHI,L (-4),1,39:38:00,14,25,0.56,2,3,0.667,5,5,1,1,4,5,4,4,0,2,2,35,29,5
43,42,27-077,MIA,@,PHI,W (+6),1,38:15:00,12,20,0.6,0,2,0,5,8,0.625,2,5,7,8,2,2,1,0,29,29.5,10
44,43,27-079,MIA,,ORL,W (+10),1,38:58:00,4,14,0.286,0,1,0,6,8,0.75,0,12,12,7,5,0,4,4,14,12.9,13
45,44,27-081,MIA,,PHO,W (+4),1,37:54:00,8,18,0.444,0,3,0,4,6,0.667,1,7,8,6,2,2,3,2,20,16.4,15
46,45,27-084,MIA,@,DET,W (+15),1,37:26:00,6,15,0.4,0,3,0,5,5,1,0,6,6,10,4,1,5,0,17,17.4,8
47,46,27-086,MIA,@,OKC,L (-16),1,39:36:00,8,18,0.444,0,3,0,1,1,1,0,3,3,7,2,0,4,2,17,10.6,-10
48,47,27-087,MIA,@,IND,L (-15),1,40:49:00,9,21,0.429,2,4,0.5,4,6,0.667,2,7,9,2,1,0,6,1,24,11.6,-14
49,48,27-090,MIA,,DAL,W (+21),1,36:13:00,8,16,0.5,0,2,0,3,3,1,3,6,9,5,2,0,3,3,19,16.2,9
50,49,27-091,MIA,@,TOR,W (+12),1,38:31:00,11,18,0.611,0,2,0,4,6,0.667,1,3,4,9,1,0,3,0,26,22.9,9
51,50,27-093,MIA,@,BOS,L (-19),1,34:37:00,11,20,0.55,0,0,,1,2,0.5,2,2,4,0,0,1,2,1,23,13.3,-30
52,51,27-095,MIA,,PHI,W (+6),1,38:04:00,15,25,0.6,1,2,0.5,10,13,0.769,3,3,6,4,3,1,4,0,41,33.8,12
53,52,27-096,MIA,,OKC,W (+5),1,41:30:00,10,20,0.5,3,7,0.429,11,13,0.846,1,6,7,10,4,1,2,2,34,34.6,20
54,53,27-098,MIA,,MEM,L (-15),1,37:38:00,8,19,0.421,2,6,0.333,3,4,0.75,2,4,6,6,2,0,3,0,21,16.3,-6
55,54,27-100,MIA,,DET,W (+23),1,32:15:00,12,22,0.545,1,3,0.333,1,5,0.2,3,1,4,2,0,1,1,1,26,16.9,10
56,55,27-102,MIA,,BOS,L (-8),1,40:51:00,11,23,0.478,1,3,0.333,13,14,0.929,5,2,7,7,1,1,2,3,36,31.4,-6
57,56,27-104,MIA,@,CHI,L (-10),1,47:18:00,11,24,0.458,3,6,0.5,5,7,0.714,1,5,6,5,1,1,4,1,30,19.8,-1
58,57,27-105,MIA,,CHA,W (+23),1,28:44:00,7,16,0.438,0,1,0,5,7,0.714,1,8,9,5,2,1,2,1,19,16.7,18
59,58,27-107,MIA,@,NYK,W (+8),1,40:15:00,11,24,0.458,1,6,0.167,6,9,0.667,2,8,10,3,2,0,6,4,29,15.7,18
60,59,27-108,MIA,@,NJN,W (+3),1,35:12:00,11,19,0.579,1,2,0.5,14,15,0.933,1,5,6,7,2,1,4,2,37,32.7,-4
61,60,27-110,MIA,,TOR,W (+24),1,30:12:00,12,15,0.8,1,1,1,3,4,0.75,0,5,5,4,2,0,5,0,28,23.2,20
62,61,27-111,MIA,,CHI,W (+11),1,35:20:00,8,18,0.444,1,2,0.5,10,12,0.833,0,11,11,6,0,1,1,3,27,22.8,11
64,62,27-114,MIA,,HOU,W (+9),1,35:52:00,11,21,0.524,1,3,0.333,9,10,0.9,1,7,8,5,1,2,5,1,32,24.6,12
1,1,27-305,MIA,,BOS,W (+13),1,28:52:00,10,16,0.625,2,4,0.5,4,5,0.8,1,9,10,3,2,0,0,2,26,25.1,12
2,2,27-308,MIA,@,NYK,L (-20),1,36:41:00,8,16,0.5,2,3,0.667,5,6,0.833,0,7,7,5,0,3,5,2,23,16.5,-21
3,3,27-309,MIA,,DEN,W (+3),1,39:12:00,8,17,0.471,0,1,0,4,4,1,1,8,9,11,0,2,0,2,20,22.7,7
4,4,27-311,MIA,,PHO,W (+25),1,30:11:00,10,17,0.588,2,3,0.667,1,3,0.333,3,8,11,1,0,0,3,2,23,15.7,25
5,5,27-313,MIA,,BRK,W (+30),1,29:59:00,7,12,0.583,2,3,0.667,4,4,1,4,8,12,8,1,0,2,1,20,23.8,18
6,6,27-315,MIA,@,ATL,W (+6),1,35:40:00,10,17,0.588,0,2,0,1,3,0.333,2,9,11,9,1,0,2,2,21,20.9,0
7,7,27-317,MIA,@,MEM,L (-18),1,35:43:00,10,19,0.526,0,1,0,0,4,0,3,7,10,6,2,1,2,2,20,17.4,-18
8,8,27-318,MIA,@,HOU,W (+3),1,39:55:00,14,26,0.538,5,8,0.625,5,8,0.625,1,9,10,6,0,0,0,1,38,31.4,8
9,9,27-320,MIA,@,LAC,L (-7),1,41:13:00,12,23,0.522,0,3,0,6,9,0.667,0,5,5,7,1,2,4,3,30,21.1,-15
10,10,27-321,MIA,@,DEN,W (+5),1,41:57:00,11,23,0.478,0,1,0,5,6,0.833,1,6,7,12,1,3,4,0,27,24.9,9
11,11,27-323,MIA,@,PHO,W (+9),1,40:43:00,8,20,0.4,1,3,0.333,4,7,0.571,0,7,7,3,2,0,1,1,21,13.8,20
12,12,27-327,MIA,,MIL,W (+7),1,42:32:00,11,21,0.524,2,4,0.5,4,8,0.5,2,8,10,8,1,1,1,3,28,25,5
13,13,27-330,MIA,,CLE,W (+2),1,39:58:00,10,16,0.625,2,5,0.4,8,9,0.889,1,5,6,5,0,1,7,3,30,20.6,7
14,14,27-335,MIA,,SAS,W (+5),1,39:06:00,9,16,0.563,2,5,0.4,3,6,0.5,3,6,9,7,4,0,4,2,23,22.2,-1
15,15,27-337,MIA,,BRK,W (+13),1,36:57:00,8,15,0.533,1,2,0.5,4,6,0.667,1,8,9,6,1,0,2,3,21,18,14
16,16,27-340,MIA,@,WAS,L (-4),1,42:53:00,12,24,0.5,1,4,0.25,1,3,0.333,2,11,13,11,3,2,3,1,26,26.6,-3
17,17,27-342,MIA,,NYK,L (-20),1,38:35:00,11,20,0.55,3,5,0.6,6,9,0.667,2,8,10,9,3,0,2,0,31,31.3,-17
18,18,27-344,MIA,,NOH,W (+16),1,35:55:00,11,16,0.688,0,0,,2,3,0.667,1,4,5,7,2,0,4,2,24,20.8,10
19,19,27-346,MIA,,ATL,W (+9),1,40:21:00,10,16,0.625,1,2,0.5,6,7,0.857,1,6,7,6,2,0,3,0,27,25.1,12
20,20,27-348,MIA,,GSW,L (-2),1,42:21:00,12,23,0.522,2,4,0.5,5,5,1,1,2,3,5,1,0,4,0,31,21.5,-3
21,21,27-351,MIA,,WAS,W (+30),1,30:33:00,8,15,0.533,0,3,0,7,11,0.636,0,10,10,5,1,0,2,0,23,19.6,36
22,22,27-354,MIA,,MIN,W (+11),1,41:59:00,8,18,0.444,2,5,0.4,4,5,0.8,0,6,6,11,1,4,0,0,22,25.5,12
23,23,27-356,MIA,@,DAL,W (+15),1,30:55:00,9,13,0.692,3,5,0.6,3,4,0.75,0,9,9,5,1,1,5,0,24,21,25
24,24,27-358,MIA,,UTA,W (+16),1,37:30:00,11,20,0.55,1,1,1,7,10,0.7,1,8,9,7,0,0,4,0,30,23.2,14
25,25,27-361,MIA,,OKC,W (+6),1,41:52:00,12,20,0.6,0,3,0,5,5,1,3,5,8,9,2,1,3,3,29,28.2,13
26,26,27-362,MIA,@,CHA,W (+13),1,38:35:00,9,19,0.474,2,4,0.5,7,8,0.875,2,10,12,8,4,2,3,1,27,28.9,12
27,27,27-364,MIA,@,DET,L (-10),1,44:19:00,15,22,0.682,2,4,0.5,3,4,0.75,1,5,6,5,6,1,3,1,35,34.2,-2
28,28,27-365,MIA,@,MIL,L (-19),1,36:29:00,11,20,0.55,1,2,0.5,3,5,0.6,1,5,6,7,2,1,6,2,26,18.6,-8
29,29,28-001,MIA,@,ORL,W (+2),1,47:53:00,10,22,0.455,1,6,0.167,15,16,0.938,1,7,8,11,1,0,3,2,36,31.9,4
30,30,28-003,MIA,,DAL,W (+10),1,42:01:00,11,20,0.55,1,3,0.333,9,11,0.818,1,11,12,9,3,1,4,0,32,31.6,12
31,31,28-005,MIA,,CHI,L (-7),1,41:05:00,8,14,0.571,1,5,0.2,13,16,0.813,0,6,6,2,1,0,2,2,30,23.6,-18
32,32,28-007,MIA,,WAS,W (+28),1,34:57:00,9,17,0.529,2,3,0.667,4,4,1,1,1,2,7,0,1,1,0,24,21.3,26
33,33,28-009,MIA,@,IND,L (-10),1,42:36:00,10,20,0.5,1,1,1,1,4,0.25,3,7,10,4,1,2,7,2,22,12.4,-5
34,34,28-011,MIA,@,POR,L (-2),1,42:39:00,6,16,0.375,1,5,0.2,2,5,0.4,0,10,10,9,2,1,4,3,15,11.8,-9
35,35,28-013,MIA,@,SAC,W (+29),1,29:08:00,7,10,0.7,0,1,0,6,7,0.857,1,4,5,7,5,2,1,0,20,27.6,28
36,36,28-015,MIA,@,UTA,L (-7),1,43:41:00,13,19,0.684,2,4,0.5,4,4,1,1,3,4,6,3,2,3,5,32,29.1,1
37,37,28-017,MIA,@,GSW,W (+17),1,30:32:00,11,20,0.55,1,5,0.2,2,3,0.667,1,6,7,10,1,0,1,2,25,23.7,33
38,38,28-018,MIA,@,LAL,W (+9),1,42:04:00,17,25,0.68,1,2,0.5,4,4,1,0,7,7,8,3,1,2,2,39,36.9,13
39,39,28-024,MIA,,TOR,W (+7),1,44:50:00,12,23,0.522,1,5,0.2,6,7,0.857,1,9,10,11,0,0,3,1,31,27,9
40,40,28-026,MIA,,DET,W (+22),1,33:01:00,9,14,0.643,0,1,0,5,6,0.833,1,6,7,7,1,0,2,0,23,22.8,22
41,41,28-028,MIA,@,BOS,L (-2),1,51:56:00,14,31,0.452,3,6,0.5,3,5,0.6,4,12,16,7,3,1,3,3,34,27.9,-2
42,42,28-031,MIA,@,BRK,W (+20),1,34:17:00,10,18,0.556,3,4,0.75,1,4,0.25,2,7,9,7,2,0,4,2,24,19.8,22
43,43,28-033,MIA,@,IND,L (-13),1,41:58:00,9,17,0.529,1,3,0.333,9,11,0.818,1,5,6,3,1,1,3,4,28,20.3,-9
44,44,28-035,MIA,@,TOR,W (+15),1,39:44:00,10,16,0.625,1,2,0.5,9,11,0.818,0,8,8,7,2,0,3,1,30,27.9,29
45,45,28-036,MIA,,CHA,W (+5),1,38:00:00,13,14,0.929,0,0,,5,6,0.833,0,8,8,8,2,0,5,1,31,30.6,8
46,46,28-038,MIA,,HOU,W (+6),1,36:37:00,11,18,0.611,3,6,0.5,7,10,0.7,1,5,6,5,0,2,4,2,32,24.9,4
47,47,28-040,MIA,,LAC,W (+22),1,30:59:00,9,11,0.818,4,5,0.8,8,11,0.727,1,4,5,6,0,2,5,3,30,26,21
48,48,28-042,MIA,,LAL,W (+10),1,36:15:00,12,18,0.667,1,2,0.5,7,8,0.875,1,6,7,4,3,0,4,4,32,26.5,7
49,49,28-044,MIA,,POR,W (+13),1,38:45:00,11,15,0.733,1,3,0.333,7,8,0.875,0,6,6,9,3,2,1,0,30,35,21
50,50,28-046,MIA,@,OKC,W (+10),1,40:02:00,14,24,0.583,4,8,0.5,7,9,0.778,3,9,12,7,2,0,4,3,39,33.5,15
51,51,28-052,MIA,@,ATL,W (+13),1,39:31:00,8,15,0.533,1,4,0.25,7,8,0.875,0,6,6,11,4,0,2,1,24,27.4,16
52,52,28-053,MIA,@,CHI,W (+19),1,34:29:00,11,15,0.733,1,4,0.25,3,3,1,1,11,12,7,2,0,4,2,26,26,6
53,53,28-055,MIA,@,PHI,W (+24),1,31:30:00,7,12,0.583,1,4,0.25,1,2,0.5,1,9,10,11,2,0,2,1,16,20.7,14
54,54,28-056,MIA,,CLE,W (+4),1,38:51:00,10,19,0.526,0,1,0,8,11,0.727,2,1,3,8,1,0,2,0,28,23.8,6
55,55,28-058,MIA,,SAC,W (+12),1,47:45:00,14,23,0.609,1,2,0.5,11,12,0.917,3,5,8,16,2,1,2,1,40,44.2,11
56,56,28-061,MIA,,MEM,W (+7),1,42:06:00,4,14,0.286,2,4,0.5,8,12,0.667,1,7,8,10,2,1,1,1,18,19.3,-1
57,57,28-063,MIA,@,NYK,W (+6),1,42:50:00,12,23,0.522,2,6,0.333,3,6,0.5,3,8,11,7,3,1,2,1,29,27.2,9
58,58,28-064,MIA,@,MIN,W (+16),1,34:53:00,9,16,0.563,1,4,0.25,1,1,1,1,9,10,4,3,2,7,3,20,14.8,10
59,59,28-066,MIA,,ORL,W (+1),1,38:13:00,7,14,0.5,1,6,0.167,11,12,0.917,0,3,3,2,0,1,2,0,26,19.6,8
60,60,28-068,MIA,,PHI,W (+9),1,34:14:00,10,17,0.588,2,3,0.667,3,5,0.6,3,7,10,5,1,2,3,2,25,22.6,19
61,61,28-070,MIA,,IND,W (+14),1,36:21:00,5,10,0.5,0,0,,3,5,0.6,1,5,6,7,1,1,4,1,13,11.6,23
62,62,28-072,MIA,,ATL,W (+17),1,30:07:00,3,11,0.273,0,2,0,9,12,0.75,3,4,7,7,2,0,4,1,15,13.1,21
63,63,28-073,MIA,@,PHI,W (+4),1,37:14:00,8,19,0.421,1,4,0.25,10,12,0.833,2,5,7,8,2,1,4,1,27,22.9,7
64,64,28-075,MIA,@,MIL,W (+13),1,38:14:00,12,24,0.5,0,2,0,4,5,0.8,1,9,10,7,0,1,2,1,28,22.2,5
65,65,28-077,MIA,@,TOR,W (+17),1,33:50:00,6,12,0.5,2,6,0.333,8,11,0.727,1,11,12,8,2,0,3,1,22,23,10
66,66,28-078,MIA,@,BOS,W (+2),1,42:15:00,16,29,0.552,1,4,0.25,4,6,0.667,1,6,7,12,2,2,5,3,37,30.4,13
67,67,28-080,MIA,@,CLE,W (+3),1,42:19:00,8,22,0.364,3,7,0.429,6,8,0.75,7,5,12,10,3,2,4,1,25,25.4,1
68,68,28-082,MIA,,DET,W (+14),1,39:53:00,12,15,0.8,1,1,1,4,6,0.667,1,7,8,8,2,1,3,1,29,30.2,14
69,69,28-084,MIA,,CHA,W (+32),1,34:10:00,11,14,0.786,0,1,0,10,11,0.909,0,8,8,10,3,3,4,0,32,36.7,22
70,70,28-085,MIA,@,ORL,W (+14),1,38:45:00,9,16,0.563,0,0,,6,10,0.6,1,8,9,11,1,0,3,2,24,22.8,25
71,71,28-087,MIA,@,CHI,L (-4),1,39:56:00,11,17,0.647,2,5,0.4,8,11,0.727,0,7,7,3,2,4,4,1,32,27.9,2
72,72,28-089,MIA,@,NOH,W (+19),1,32:13:00,13,20,0.65,7,10,0.7,3,5,0.6,0,4,4,6,2,0,3,0,36,30.8,19
76,73,28-097,MIA,,PHI,W (+19),1,29:42:00,12,17,0.706,1,2,0.5,2,2,1,0,4,4,5,1,0,1,1,27,24.2,22
77,74,28-100,MIA,,MIL,W (+11),1,30:04:00,11,16,0.688,0,1,0,6,6,1,1,6,7,7,2,1,3,0,28,28.3,21
79,75,28-103,MIA,,BOS,W (+8),1,28:51:00,8,10,0.8,0,0,,4,4,1,1,5,6,9,0,0,1,1,20,23.3,6
80,76,28-105,MIA,,CHI,W (+12),1,34:51:00,7,12,0.583,1,1,1,9,12,0.75,0,7,7,6,1,0,3,2,24,20.7,8
1,1,28-303,MIA,,CHI,W (+12),1,38:01:00,5,11,0.455,0,1,0,7,9,0.778,0,6,6,8,1,0,2,0,17,16.9,8
2,2,28-304,MIA,@,PHI,L (-4),1,36:38:00,9,17,0.529,4,7,0.571,3,4,0.75,0,4,4,13,0,0,4,3,25,21.4,-8
3,3,28-306,MIA,@,BRK,L (-1),1,42:14:00,11,19,0.579,1,2,0.5,3,5,0.6,1,6,7,6,2,1,5,2,26,19.9,-3
4,4,28-308,MIA,,WAS,W (+10),1,34:41:00,9,14,0.643,3,5,0.6,4,5,0.8,0,3,3,5,1,0,6,2,25,17,16
5,5,28-310,MIA,@,TOR,W (+9),1,36:01:00,13,20,0.65,1,3,0.333,8,8,1,2,6,8,8,0,1,1,2,35,33.9,3
6,6,28-312,MIA,,LAC,W (+5),1,37:09:00,6,13,0.462,1,3,0.333,5,9,0.556,0,5,5,6,1,0,4,4,18,10.8,-1
7,7,28-314,MIA,,BOS,L (-1),1,36:32:00,9,13,0.692,0,0,,7,9,0.778,1,7,8,10,0,0,5,1,25,23.1,5
8,8,28-317,MIA,,MIL,W (+23),1,29:58:00,13,21,0.619,4,7,0.571,3,6,0.5,0,3,3,2,0,0,3,0,33,21.6,14
9,9,28-320,MIA,,DAL,W (+6),1,36:58:00,14,18,0.778,1,1,1,10,11,0.909,0,6,6,4,1,0,6,0,39,31.2,0
10,10,28-321,MIA,@,CHA,W (+16),1,31:55:00,13,18,0.722,0,0,,4,4,1,1,3,4,7,1,1,3,1,30,27.4,7
11,11,28-324,MIA,,ATL,W (+16),1,30:42:00,6,13,0.462,0,0,,1,3,0.333,2,4,6,5,1,0,3,0,13,9.6,14
12,12,28-325,MIA,@,ORL,W (+28),1,29:05:00,5,11,0.455,0,2,0,11,11,1,1,5,6,7,1,1,4,0,21,20.1,23
13,13,28-328,MIA,,ORL,W (+2),1,37:35:00,7,13,0.538,3,6,0.5,5,7,0.714,0,9,9,7,3,0,3,0,22,22.5,7
14,14,28-330,MIA,,PHO,W (+15),1,33:21:00,11,14,0.786,2,4,0.5,11,11,1,0,5,5,4,1,1,4,0,35,31.6,1
15,15,28-332,MIA,@,CLE,W (+11),1,37:06:00,9,19,0.474,1,3,0.333,9,11,0.818,0,8,8,8,3,0,1,3,28,26.3,0
16,16,28-334,MIA,@,TOR,W (+7),1,36:27:00,10,17,0.588,3,5,0.6,4,6,0.667,1,5,6,3,1,1,3,2,27,20.5,3
17,17,28-336,MIA,,CHA,W (+1),1,38:16:00,8,13,0.615,1,3,0.333,9,10,0.9,0,5,5,4,1,1,3,0,26,22.7,-4
18,18,28-338,MIA,,DET,L (-10),1,36:58:00,8,15,0.533,2,5,0.4,5,8,0.625,3,2,5,6,2,1,6,2,23,17.3,-6
19,19,28-340,MIA,@,CHI,L (-20),1,33:18:00,7,17,0.412,1,4,0.25,6,8,0.75,0,5,5,2,3,0,1,2,21,15.2,-21
20,20,28-342,MIA,@,MIN,W (+21),1,30:34:00,9,12,0.75,0,0,,3,5,0.6,4,10,14,8,2,0,7,3,21,20.6,9
21,21,28-343,MIA,@,DET,W (+15),1,35:01:00,10,15,0.667,0,2,0,4,5,0.8,1,6,7,9,2,0,6,2,24,21.1,18
22,22,28-345,MIA,@,IND,L (-6),1,38:32:00,6,16,0.375,1,4,0.25,4,6,0.667,1,13,14,6,2,0,5,3,17,12,-2
23,23,28-349,MIA,,CLE,W (+7),1,40:37:00,9,12,0.75,0,2,0,7,10,0.7,2,7,9,9,4,0,2,2,25,30,6
24,24,28-351,MIA,,UTA,W (+23),1,33:49:00,13,17,0.765,0,1,0,4,5,0.8,1,8,9,9,1,0,3,1,30,29.9,24
25,25,28-353,MIA,,IND,W (+3),1,36:14:00,8,14,0.571,1,3,0.333,7,7,1,0,9,9,7,3,0,3,3,24,23.8,16
26,26,28-355,MIA,,SAC,W (+19),1,30:40:00,8,11,0.727,1,2,0.5,1,2,0.5,2,4,6,8,1,1,1,1,18,21.6,14
27,27,28-358,MIA,,ATL,W (+2),1,45:38:00,16,28,0.571,4,9,0.444,2,6,0.333,4,4,8,6,2,0,0,2,38,32.6,-4
28,28,28-360,MIA,@,LAL,W (+6),1,35:48:00,7,14,0.5,0,4,0,5,9,0.556,0,8,8,4,0,0,2,2,19,12.8,0
29,29,28-362,MIA,@,SAC,L (-5),1,43:43:00,12,23,0.522,4,9,0.444,5,6,0.833,0,8,8,8,0,0,2,3,33,26.1,-10
31,30,29-000,MIA,@,DEN,W (+3),1,39:44:00,8,15,0.533,5,9,0.556,5,8,0.625,1,5,6,10,0,1,4,0,26,23.4,4
32,31,29-003,MIA,,GSW,L (-9),1,39:34:00,10,16,0.625,1,4,0.25,5,8,0.625,0,5,5,5,0,1,8,0,26,15.3,-11
33,32,29-005,MIA,@,ORL,W (+16),1,35:55:00,5,13,0.385,0,1,0,5,8,0.625,1,7,8,8,1,0,3,1,15,12.7,17
34,33,29-006,MIA,,TOR,W (+5),1,37:47:00,12,18,0.667,0,0,,6,7,0.857,1,3,4,5,1,0,1,1,30,26.5,1
35,34,29-008,MIA,,NOP,W (+19),1,35:15:00,13,22,0.591,3,6,0.5,3,3,1,1,2,3,5,2,0,3,1,32,25.2,19
36,35,29-010,MIA,@,NYK,L (-10),1,41:25:00,12,17,0.706,1,4,0.25,7,11,0.636,0,5,5,6,1,1,6,2,32,23.9,1
37,36,29-011,MIA,@,BRK,L (-9),1,49:22:00,12,21,0.571,2,5,0.4,10,12,0.833,3,4,7,5,0,0,4,6,36,25.7,-1
38,37,29-016,MIA,@,WAS,L (-17),1,41:04:00,8,18,0.444,0,4,0,9,10,0.9,2,6,8,7,2,0,4,1,25,20.9,-15
39,38,29-018,MIA,@,PHI,W (+15),1,36:31:00,7,13,0.538,0,1,0,7,8,0.875,1,7,8,10,2,1,3,3,21,22.6,17
40,39,29-019,MIA,@,CHA,W (+8),1,44:52:00,13,25,0.52,0,3,0,8,10,0.8,2,6,8,6,1,0,2,4,34,25.7,13
41,40,29-021,MIA,@,ATL,L (-7),1,38:43:00,11,21,0.524,3,7,0.429,5,8,0.625,1,3,4,6,1,0,3,1,30,21.9,0
42,41,29-022,MIA,,BOS,W (+7),1,38:48:00,10,19,0.526,0,4,0,9,11,0.818,1,7,8,4,2,0,3,1,29,23.1,10
43,42,29-024,MIA,,LAL,W (+7),1,37:18:00,9,15,0.6,2,4,0.5,7,13,0.538,2,11,13,6,1,0,5,1,27,22.2,4
44,43,29-027,MIA,,SAS,W (+12),1,27:43:00,8,15,0.533,1,3,0.333,1,1,1,0,7,7,6,1,0,4,4,18,12.4,21
45,44,29-030,MIA,,OKC,L (-17),1,42:10:00,12,20,0.6,1,5,0.2,9,9,1,1,2,3,3,0,0,3,1,34,24.8,-17
46,45,29-033,MIA,@,NYK,W (+15),1,39:06:00,13,22,0.591,1,3,0.333,3,6,0.5,1,7,8,7,6,0,2,3,30,29.1,14
47,46,29-035,MIA,,DET,W (+6),1,38:19:00,9,19,0.474,0,3,0,6,8,0.75,1,7,8,11,2,2,1,1,24,26,6
48,47,29-037,MIA,@,LAC,W (+4),1,40:47:00,11,20,0.55,3,7,0.429,6,8,0.75,1,7,8,12,3,1,7,2,31,27.7,3
49,48,29-040,MIA,@,UTA,L (-5),1,39:21:00,4,13,0.308,1,6,0.167,4,6,0.667,0,7,7,5,0,0,5,2,13,4.5,0
50,49,29-043,MIA,@,PHO,W (+6),1,40:59:00,12,22,0.545,2,5,0.4,11,14,0.786,1,8,9,3,5,0,4,2,37,30.6,8
51,50,29-044,MIA,@,GSW,W (+1),1,42:16:00,14,26,0.538,4,8,0.5,4,7,0.571,1,12,13,9,2,0,2,1,36,32.4,-2
52,51,29-050,MIA,@,DAL,W (+11),1,38:28:00,16,23,0.696,4,8,0.5,6,8,0.75,2,7,9,6,2,0,3,2,42,37.4,19
53,52,29-052,MIA,@,OKC,W (+22),1,33:24:00,15,22,0.682,1,5,0.2,2,5,0.4,1,6,7,3,4,0,8,1,33,22.6,9
55,53,29-059,MIA,,NYK,W (+26),1,36:38:00,13,19,0.684,1,2,0.5,4,6,0.667,0,4,4,4,0,0,1,0,31,25.1,21
56,54,29-061,MIA,,ORL,W (+14),1,31:13:00,8,12,0.667,0,2,0,4,5,0.8,1,8,9,7,4,0,2,1,20,24,14
57,55,29-063,MIA,,CHA,W (+17),1,41:12:00,22,33,0.667,8,10,0.8,9,12,0.75,3,4,7,4,0,0,2,2,61,48.8,16
58,56,29-064,MIA,@,HOU,L (-3),1,36:38:00,9,18,0.5,0,3,0,4,6,0.667,1,0,1,6,3,0,1,1,22,18.7,-15
59,57,29-066,MIA,@,SAS,L (-24),1,38:04:00,6,18,0.333,0,3,0,7,9,0.778,3,5,8,7,2,0,5,5,19,11.5,-10
60,58,29-069,MIA,@,CHI,L (-7),1,45:19:00,8,23,0.348,1,3,0.333,0,0,,1,8,9,8,3,1,4,1,17,12.1,6
61,59,29-070,MIA,,WAS,W (+9),1,36:45:00,10,15,0.667,3,4,0.75,0,0,,2,5,7,8,3,0,3,3,23,23.8,14
62,60,29-072,MIA,,BRK,L (-1),1,38:03:00,6,13,0.462,1,4,0.25,6,9,0.667,0,5,5,7,3,0,5,1,19,15.1,2
63,61,29-074,MIA,,DEN,L (-4),1,39:50:00,8,17,0.471,0,4,0,5,7,0.714,0,6,6,6,1,0,4,3,21,13.3,-8
64,62,29-076,MIA,,HOU,W (+9),1,42:52:00,8,17,0.471,1,3,0.333,7,8,0.875,0,5,5,6,2,0,5,3,24,16.4,11
65,63,29-078,MIA,@,CLE,W (+4),1,41:40:00,14,19,0.737,6,8,0.75,9,13,0.692,0,6,6,4,2,3,0,1,43,42,11
67,64,29-081,MIA,,MEM,W (+5),1,38:01:00,7,14,0.5,0,2,0,1,2,0.5,1,5,6,7,2,1,3,0,15,14.4,4
68,65,29-082,MIA,@,NOP,L (-10),1,41:59:00,10,18,0.556,2,4,0.5,3,3,1,1,7,8,9,0,1,3,1,25,22.8,-6
69,66,29-084,MIA,,POR,W (+2),1,38:22:00,13,23,0.565,0,1,0,6,9,0.667,4,2,6,5,4,0,5,2,32,25,4
70,67,29-086,MIA,@,IND,L (-1),1,43:24:00,11,19,0.579,2,6,0.333,14,15,0.933,0,8,8,5,0,0,6,3,38,27.4,2
71,68,29-088,MIA,@,DET,W (+32),1,29:46:00,7,13,0.538,1,3,0.333,2,2,1,2,8,10,12,1,0,1,0,17,22.9,32
72,69,29-089,MIA,@,MIL,W (+21),1,30:03:00,5,10,0.5,1,3,0.333,2,4,0.5,2,5,7,2,0,0,4,1,13,7.1,19
73,70,29-091,MIA,,TOR,W (+10),1,38:53:00,11,20,0.55,1,6,0.167,9,11,0.818,0,7,7,8,1,0,6,2,32,23.5,22
74,71,29-093,MIA,,MIL,W (+19),1,29:21:00,7,12,0.583,1,3,0.333,2,5,0.4,0,4,4,8,1,1,2,0,17,16.7,18
75,72,29-095,MIA,,MIN,L (-1),1,47:57:00,12,24,0.5,2,4,0.5,8,10,0.8,2,6,8,5,4,1,4,5,34,26.6,7
76,73,29-097,MIA,,NYK,W (+11),1,42:47:00,13,22,0.591,3,7,0.429,9,12,0.75,0,5,5,6,1,0,5,0,38,28.3,2
77,74,29-099,MIA,,BRK,L (-1),1,37:08:00,9,16,0.563,0,3,0,11,14,0.786,1,9,10,6,2,0,3,0,29,26.8,-2
78,75,29-100,MIA,@,MEM,L (-5),1,41:22:00,14,23,0.609,3,5,0.6,6,7,0.857,1,5,6,5,2,0,5,1,37,28.4,-8
79,76,29-102,MIA,,IND,W (+12),1,34:52:00,11,20,0.55,2,4,0.5,12,13,0.923,1,5,6,1,1,1,2,1,36,28.2,13
80,77,29-103,MIA,@,ATL,L (-13),1,37:21:00,10,22,0.455,3,7,0.429,4,8,0.5,3,5,8,5,0,1,3,2,27,18,-13
1,1,29-304,CLE,,NYK,L (-5),1,43:14:00,5,15,0.333,1,5,0.2,6,7,0.857,0,5,5,4,0,0,8,3,17,3.2,-13
2,2,29-305,CLE,@,CHI,W (+6),1,41:40:00,14,30,0.467,1,3,0.333,7,9,0.778,1,7,8,5,4,1,3,1,36,27.4,-3
